class,final_tweet
1,new song coming ray rice hoe
1,new strategy get bruno mars
0,new test makes poop neon colored colon cancer
1,new years get
1,next sunday faggot
1,next bitch goin spot lol
1,next time u gone call darky dat coon jungle
0,next time leave magic trash jacket try initials written
1,nicca dm talkn bout follow instagram lame nicca longer follow twitter
1,nicca n dis bitch playin games phone
1,niccas gassing hoes never gone pop smh prolly never gone meet
1,niccas hating nicca jeezy
1,niccas walking 4 flats catch nicca kno club
1,niccas deerin err weekend bet hit dat dolo dis weekend niccas playin
1,niccas catchin dem theft charges ugly guess niccas tryn get fa da holidays
1,niccas get dollars start playing roles tryna shit yo niccas instead playing hoes
1,niccas use like always tryn pull nicca need mine
1,nice base running fucking
0,nicholas wearing lucky yellow nails crystalline compound extracted tea
1,nick cannon 31 year old bitch texas pretending 15 went high school 6
1,nicki gottem mad fuck however credit due cassidy response diss nicki killed lookin ass bitches
1,nicki said skinny oh
1,nigga fire nina like first day job bitch
1,nigga got pill poppin bitches cherokee
1,nigga tyrese walking dead bitch smh
1,nigga dyke melo garbage ass hitting 20k
1,nigga straight gentleman speaks bitch comes funky ass attitude gentleman shit goes
1,nigga ended going juco messing hoes signed smallest moral story take u get
1,nigga fuck hoe ion want fuck yo hoe fat chick bad built
1,nigga fuck none shit goin yo niggas niggas think feeling niggas
1,nigga getcho treat wanna treated triccin
1,nigga gone get room like bitch
1,nigga got lean pong know niggas outta hoe
1,nigga gotta find hoes quick
1,nigga hungry bitch
1,nigga wus graduating 6th grade hoe
1,nigga ill take ya main hoe make call home girl make em share dick
1,nigga crackers
1,nigga
1,nigga pee wee bitch
1,nigga retweets trash shit
1,nigga said dates pussy installment gotta keep saying get cuz never truly
1,nigga sweating like guilty preacher bitch
1,nigga hope got 9
1,nigga fool feel like eatin nd beatin pussy
1,nigga made nigga made best goes
1,nigga yu bitch made
1,bitch scaring pass blunt
1,lol idk trying snatch come redskins shitttt go sign revis idk want lls
1,niggah niggah niggah believe
1,niggahs actin like pimps pay bitch
1,niggahs need keep bitches check
1,niggahs watch fucking hate bitches
1,niggas buy outfit impress bitch
1,niggas actin like hoes em bitches
1,niggas loyal gott bitches stiffer
1,niggas aint worried bout niggas messin wit dey niggas worried boit hoes messin wit dey hoes
1,niggas already acting like bitches get real bitch hell gone act like pussy rather
1,niggas karma good morning
1,niggas fucking try cancel saying bros nahhhhhaahahahaha faggot bruh
1,niggas march looking sure
1,niggas bitches hoes bitches ion see difference
1,niggas frontin pussy wit
1,niggas loyal pussy still thirsty like go fuck woman get hormones lol
1,niggas impregnating basic know drive n wonder miserable
1,niggas feelings find hoe fuckin another nigga
1,niggas like see side bitch cashin another nigga hello mutha
1,niggas pressed aint
1,niggas dehydrated wanted pussy ate everyday rest year would happen
1,niggas tryna fuck next nigga bitch knowing bitch next nigga bitch
1,niggas wanting bitches money broke dirt
1,niggas cant stand cuz bitches feelin nigga get mad yo called
1,niggas cheat bitch expect pay back yall naive
1,niggas cry get hit high cry get hit nfl full pussies
1,niggas deserve better bitches
1,niggas excited weird boys
1,niggas fall love evil bitch turn back cool
1,niggas get pussy friend zone
1,niggas go crazy bitches days like calm yo happy ass
1,niggas gossip like hoes man wid shit
1,niggas hate cuz know im threat bitches
1,niggas bitches
1,niggas hoes real life
1,niggas pure got problem ya mans address discuss squash bitches hold
1,niggas straight hoes bruh stop fuckin em
1,niggas killin grew bitches fuckin homegirl inlove
1,niggas needa stop wearing mk bitches lol
1,niggas get fucked weekends get fucked bitch still level
1,niggas put wigs act like bitches retweets shit fu
1,niggas really dickin hoes ona thats reason got big head
1,niggas retarded lol
1,niggas see wit da yellow dey wanna hit
1,niggas sleepin bitches lmfao maury fake af
1,niggas sooooo pussy swear talk action
1,niggas spend look good bitch even buy 99 cent burger
1,niggas swear trust hoes fucking raw
1,niggas talk bitches days
1,niggas talk bitches days
1,niggas talking bout hoes 6 different
1,niggas eat eat pussy
1,niggas trash af
1,niggas wear wigs bitches
1,niggas stand line jays mad ehh fuck pull hoes nd stunt without em
1,niggas talk pussy get least shine glittery
1,niggas wifing hoes ugly bitches get facebook remind fine
1,niggas call female hoe thot 10 mins later go thirst porn star
1,niggas bitch
1,niggas wonder bitches nigga cuz niggas another shit
1,cheat cause always think gettin played
1,niggaz making trash well everybody lol
1,niggaz irrational jump bad bout
1,niggaz retweet bitch ass niggaz retweet real nigga
1,night
1,night niggers
0,nike dc
1,nikki minaj proof natural better minimal best hoes overdoing
1,nikko gay bitch
1,really sad enough friends ever called pack fuckin dream
1,nino oh das nino brown yall
1,nippin clarke motel get free pizza every day tip also never give us game
1,nipple banana
1,love hoes fuck niggas fuckem
1,anything like people looking
1,chill
1,cuz redskins dumpster juice game still best rivalry sports
1,face trace pussy boys
1,fucks given nfl draft baseball season bitch
1,girls hoes
1,spic right say anything anglo killed
1,hoe shit tho bout say perro got butt naked bitches dishes
1,dont pussy sample
1,less 3 bad bitches bed
1,matter hard try rude keep talking like bitch know
1,snapchat instagram nothing bad bitch week man going
1,hoes n oz
0,mock finally draft
1,need tweet bitches know status
1,nigga leave chick good pussy unless paper chasin
1,officer drunk swerving
1,one take take
1,one goes psychiatry help people everyone works field pure
0,one even eaten twinkie
1,one understands much pisses people use word
1,police department hires nigglets
1,saving hoes
1,sex bitch want neck bitch
1,skimp shit bitch
1,sleep
1,summer eat dick im done bitch ass
1,thanks look like got white trash rather catch
1,whites well negro
1,bitch yell steps tell eat damn tf
1,little hood bitch try take task joking niece
1,time bitch
1,time chasing someone like turning wine look like bitch really think lol
1,way u niggers employees month
1,wealth insulate called still improve empirical quality life
1,wonder ppl call niggas thugs able convince hoes false ideas men like intellectual dress
1,dog like needs bitches ever gonna get bitches
1,wrong try change understand sympathize like
1,gonna sit tf text gonna care
1,taking maca root pills making vagina wop
1,nobody cares fucking fag damn bring bitches water even though youre thirsty fuck
1,nobody ever got famous whiny either change things make whining
0,nobody gives trophy cause old colored
1,nobody going say anything unloyal side bitch
1,nobody planet earth protective bull dykes
1,nobody ever sex dirty dick says lot fuck em knowing smell like chitlings
1,nobody wit im alone shit dont think im actin funny im zone bitch
1,none bitches stay
1,none us went prestigious establishments clearly superior fucking
1,sailor moon squad club bitches lookin
0,yellow otl
1,norbit mad bitch lmfaooooooo
0,norwalk ghetto af lol sudden everyone dodger raider fan
0,nose goes taking trash
1,1 bit courtesy bainbridge ferry fuck em next time think gonna paybacks bitch
1,females constantly tweet boyfriends wish death ones tired bitch
1,straight men unlike queer folks ability
1,cloud pretty ho
1,fan guess im ratchet ass trash anti kfromtheg
1,neanudda bitch
1,word jihadi stream kurdish female suicide bomber story undermines mythology several
1,play games bitch
1,allowed play flappy bird around grandma swears stop swearing lol
1,associate ya nicca
1,eating pussy
1,even 20 already smoked 2 countries fuck
1,even sweating hoes
1,every girl likes sweet ass emoji ass girls like sexy ass nigguh
1,finna play bitches lmao
1,going put red equals sign facebook marriage equality
1,contribute things often queer person behind
1,fault yo bitch wanna flip
1,one bitch texting right 22 inch 60 inch tv straight ass teeth 0 text ima kill
1,protected state fear queer couples forcing churches marry legally
1,really sure describe happening vip room
0,sure would care nelson one know
1,sure someone would put pictures escort website selling pussy
0,plan dying totally going write kenobi sole thing locally trust
1,type take turn good girl
1,call bitch gone hate bitches
1,sound like total bitch tired peoples kids back school post pics back college day
1,plain fuck come elephant print
1,true every man hoes
1,trying follow offense
0,ya grandma wink wink
0,note rocketeer removes cardboard launcher carries trash bin
0,khorasan old arabic name parts invention modern
1,nothing good tv eating balls 3 innings
1,nothing stop fucking bitch eat cry fucking pussy
0,nothing yokel msu fan constantly reassess izzo consistent winner since daugherty biggie flipping
1,nothing says teabagger like millionaire complaining huh give
1,nothing worse baby bitch go fly kite
1,notice tweet bytch different
1,notice make music niggas get
0,seeing chatter among jihadi fans taking credit alledged kidnapping frenchman
1,could say name ya bitch already knows
1,even want son bitch
1,seperate niggas trust niggas starve wit bitches fuc
0,gook boy shawty
0,listening lil spook getting good kinda sad imma single fall know getting annoyed tl aye
1,unfollowing lol pussy turned fucking time forever
1,days niqqas would rather real wit niqqa bitch wanna fuck wit rather day one niqqa smfh generation fallin
1,hoes twerkin new
1,neighborhood nigga like supposed get pussy like
1,hoes bout post saints lost im still pics gram
1,da fans bacc niccas kill tweeted shit damn game
1,hate lyin ass smilin ya face wearin best friends clothes
0,infuriated jihadis putting murder requests fighter pilots participated bombings
1,side bitch main bitch bc main hoe feeling
1,side bitch main bitch cause main bitch aint feelin moe
1,niccas haircuts
1,put ya ass let know baddest lit
1,nicki minaj said skinny watch fat bitches come outta time
1,let beat build bitch thats ish hit kill
1,bitch tryin vids gurl sit cho ass
1,cheating bitch yall defense sad cheat
1,new bitch acting dumb tryna correct every
1,put pussy vivian bet playing
1,drinking till feel get fine
0,jihadi networks waking claiming radio two planes shot 1 pilot
1,nower days defenition bad bitch good pussy
1,nuggas obsessed like cant bag bitches
1,nuh uh still hoe bae
1,nuke town pussy
1,nyomi banxxx skin diamond last good ebony porn
1,og old faced hunnids young hoe
1,ogs love see yung nicca come
0,oh saying democrats lost lmao bobble head
1,says cream forgiving shot
1,okc nigguh
1,omg high bitch
1,omg ugly bad kill like robin williams
1,omg yall ever met dyke
1,omg nothing life made softer nigger
1,omg yo side bitch find gift bought ya girl lmfaoooooooo
1,omg bitch tico wont stfu
1,throwing beer bottles street yelling drunk homeless people stop harassing
1,nigga said jerry black
1,bitch bet see streets trash ass nigga
1,ot nicca word nigga played jesus
0,obama mocked special olympics wendy davis mocks handicapped ya see democrats
1,newly released gitmo jihadi links terrorists syria
1,black ghetto trash via
1,hellfire missiles tend vaporize jihadis
1,ocean drive gave pill think met pussy ocean
1,och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok na nu ook abdelka te min gevonden
1,lazy laziest today
1,course goddamn
1,course means fajita flat never
1,lot dope bitch high af
1,offensive line trash
1,joe johnson good pussies
0,jihadi cockroaches booking tickets cruise ships syria
1,oh hope dre falls dickhole first pussy
0,oh forgot lived
1,oh back 2nd vap fuck one bitches
1,oh nasty smoking nasty washing behind ears everyday stupid little bitch
